source_index,pair_index,noise_condition,preprocess_config,original_cues,original_cue_count,retained_cues,retained_cue_count,all_original_cues_retained,any_original_cue_retained
927678,0,casing,aggressive,you_must,1,,0,False,False
927678,0,punctuation,none,you_must,1,you_must,1,True,True
927678,0,punctuation,minimal,you_must,1,you_must,1,True,True
927678,0,punctuation,noise_aware,you_must,1,you_must,1,True,True
927678,0,punctuation,aggressive,you_must,1,,0,False,False
927678,0,whitespace,none,you_must,1,you_must,1,True,True
927678,0,whitespace,minimal,you_must,1,you_must,1,True,True
927678,0,whitespace,noise_aware,you_must,1,you_must,1,True,True
927678,0,whitespace,aggressive,you_must,1,,0,False,False
927678,0,typo,none,you_must,1,you_must,1,True,True
927678,0,typo,minimal,you_must,1,you_must,1,True,True
927678,0,typo,noise_aware,you_must,1,you_must,1,True,True
927678,0,typo,aggressive,you_must,1,,0,False,False
927678,0,word_deletion,none,you_must,1,you_must,1,True,True
927678,0,word_deletion,minimal,you_must,1,you_must,1,True,True
927678,0,word_deletion,noise_aware,you_must,1,you_must,1,True,True
927678,0,word_deletion,aggressive,you_must,1,,0,False,False
927678,0,filler,none,you_must,1,you_must,1,True,True
927678,0,filler,minimal,you_must,1,you_must,1,True,True
927678,0,filler,noise_aware,you_must,1,you_must,1,True,True
927678,0,filler,aggressive,you_must,1,,0,False,False
927678,0,mixed,none,you_must,1,,0,False,False
927678,0,mixed,minimal,you_must,1,,0,False,False
927678,0,mixed,noise_aware,you_must,1,,0,False,False
927678,0,mixed,aggressive,you_must,1,,0,False,False
