source_index,pair_index,fold,noise_condition,preprocess_config,target_label,predicted_label,decision_score,target_provenance,baseline_decision_score,score_delta,absolute_score_delta
31276,0,1,casing,none,1,0,-0.6456943349326759,positive_audit_confirmed,-0.6456943349326759,0.0,0.0
79032,0,1,casing,none,1,0,-0.715855441027843,positive_audit_confirmed,-0.715855441027843,0.0,0.0
135823,0,1,casing,none,1,0,-0.6375672442504634,positive_audit_confirmed,-0.6375672442504634,0.0,0.0
224561,4,1,casing,none,1,0,-0.902930492755274,negative_audit_missed_positive,-0.902930492755274,0.0,0.0
246621,24,1,casing,none,1,0,-0.6872204579164843,positive_audit_confirmed,-0.6872204579164843,0.0,0.0
31276,0,1,casing,minimal,1,0,-0.6456943349326759,positive_audit_confirmed,-0.6456943349326759,0.0,0.0
79032,0,1,casing,minimal,1,0,-0.715855441027843,positive_audit_confirmed,-0.715855441027843,0.0,0.0
135823,0,1,casing,minimal,1,0,-0.6375672442504634,positive_audit_confirmed,-0.6375672442504634,0.0,0.0
224561,4,1,casing,minimal,1,0,-0.902930492755274,negative_audit_missed_positive,-0.902930492755274,0.0,0.0
246621,24,1,casing,minimal,1,0,-0.6872204579164843,positive_audit_confirmed,-0.6872204579164843,0.0,0.0
31276,0,1,casing,noise_aware,1,0,-0.6456943349326759,positive_audit_confirmed,-0.6456943349326759,0.0,0.0
79032,0,1,casing,noise_aware,1,0,-0.715855441027843,positive_audit_confirmed,-0.715855441027843,0.0,0.0
135823,0,1,casing,noise_aware,1,0,-0.6375672442504634,positive_audit_confirmed,-0.6375672442504634,0.0,0.0
224561,4,1,casing,noise_aware,1,0,-0.902930492755274,negative_audit_missed_positive,-0.902930492755274,0.0,0.0
246621,24,1,casing,noise_aware,1,0,-0.6872204579164843,positive_audit_confirmed,-0.6872204579164843,0.0,0.0
31276,0,1,casing,aggressive,1,0,-0.9056665442475962,positive_audit_confirmed,-0.6456943349326759,-0.25997220931492027,0.25997220931492027
79032,0,1,casing,aggressive,1,0,-0.9907566601119014,positive_audit_confirmed,-0.715855441027843,-0.2749012190840584,0.2749012190840584
135823,0,1,casing,aggressive,1,0,-0.9494623987330697,positive_audit_confirmed,-0.6375672442504634,-0.3118951544826063,0.3118951544826063
224561,4,1,casing,aggressive,1,0,-1.043494099444019,negative_audit_missed_positive,-0.902930492755274,-0.1405636066887449,0.1405636066887449
246621,24,1,casing,aggressive,1,0,-1.0190314255930706,positive_audit_confirmed,-0.6872204579164843,-0.33181096767658624,0.33181096767658624
31276,0,1,punctuation,none,1,0,-0.6456943349326759,positive_audit_confirmed,-0.6456943349326759,0.0,0.0
79032,0,1,punctuation,none,1,0,-0.715855441027843,positive_audit_confirmed,-0.715855441027843,0.0,0.0
135823,0,1,punctuation,none,1,0,-0.6375672442504634,positive_audit_confirmed,-0.6375672442504634,0.0,0.0
224561,4,1,punctuation,none,1,0,-0.902930492755274,negative_audit_missed_positive,-0.902930492755274,0.0,0.0
246621,24,1,punctuation,none,1,0,-0.6872204579164843,positive_audit_confirmed,-0.6872204579164843,0.0,0.0
31276,0,1,punctuation,minimal,1,0,-0.6456943349326759,positive_audit_confirmed,-0.6456943349326759,0.0,0.0
79032,0,1,punctuation,minimal,1,0,-0.715855441027843,positive_audit_confirmed,-0.715855441027843,0.0,0.0
135823,0,1,punctuation,minimal,1,0,-0.6375672442504634,positive_audit_confirmed,-0.6375672442504634,0.0,0.0
224561,4,1,punctuation,minimal,1,0,-0.902930492755274,negative_audit_missed_positive,-0.902930492755274,0.0,0.0
246621,24,1,punctuation,minimal,1,0,-0.6872204579164843,positive_audit_confirmed,-0.6872204579164843,0.0,0.0
31276,0,1,punctuation,noise_aware,1,0,-0.6456943349326759,positive_audit_confirmed,-0.6456943349326759,0.0,0.0
79032,0,1,punctuation,noise_aware,1,0,-0.715855441027843,positive_audit_confirmed,-0.715855441027843,0.0,0.0
135823,0,1,punctuation,noise_aware,1,0,-0.6375672442504634,positive_audit_confirmed,-0.6375672442504634,0.0,0.0
224561,4,1,punctuation,noise_aware,1,0,-0.902930492755274,negative_audit_missed_positive,-0.902930492755274,0.0,0.0
246621,24,1,punctuation,noise_aware,1,0,-0.6872204579164843,positive_audit_confirmed,-0.6872204579164843,0.0,0.0
31276,0,1,punctuation,aggressive,1,0,-0.9056665442475962,positive_audit_confirmed,-0.6456943349326759,-0.25997220931492027,0.25997220931492027
79032,0,1,punctuation,aggressive,1,0,-0.9907566601119014,positive_audit_confirmed,-0.715855441027843,-0.2749012190840584,0.2749012190840584
135823,0,1,punctuation,aggressive,1,0,-0.9494623987330697,positive_audit_confirmed,-0.6375672442504634,-0.3118951544826063,0.3118951544826063
224561,4,1,punctuation,aggressive,1,0,-1.043494099444019,negative_audit_missed_positive,-0.902930492755274,-0.1405636066887449,0.1405636066887449
246621,24,1,punctuation,aggressive,1,0,-1.0190314255930706,positive_audit_confirmed,-0.6872204579164843,-0.33181096767658624,0.33181096767658624
31276,0,1,whitespace,none,1,0,-0.6881524677498263,positive_audit_confirmed,-0.6456943349326759,-0.042458132817150385,0.042458132817150385
79032,0,1,whitespace,none,1,0,-0.6999339485042582,positive_audit_confirmed,-0.715855441027843,0.01592149252358488,0.01592149252358488
135823,0,1,whitespace,none,1,0,-0.6167828420895627,positive_audit_confirmed,-0.6375672442504634,0.020784402160900717,0.020784402160900717
224561,4,1,whitespace,none,1,0,-0.9161647912018376,negative_audit_missed_positive,-0.902930492755274,-0.013234298446563542,0.013234298446563542
246621,24,1,whitespace,none,1,0,-0.6688543944508444,positive_audit_confirmed,-0.6872204579164843,0.01836606346563996,0.01836606346563996
31276,0,1,whitespace,minimal,1,0,-0.6881524677498263,positive_audit_confirmed,-0.6456943349326759,-0.042458132817150385,0.042458132817150385
79032,0,1,whitespace,minimal,1,0,-0.6999339485042582,positive_audit_confirmed,-0.715855441027843,0.01592149252358488,0.01592149252358488
135823,0,1,whitespace,minimal,1,0,-0.6167828420895627,positive_audit_confirmed,-0.6375672442504634,0.020784402160900717,0.020784402160900717
224561,4,1,whitespace,minimal,1,0,-0.9161647912018376,negative_audit_missed_positive,-0.902930492755274,-0.013234298446563542,0.013234298446563542
246621,24,1,whitespace,minimal,1,0,-0.6688543944508444,positive_audit_confirmed,-0.6872204579164843,0.01836606346563996,0.01836606346563996
31276,0,1,whitespace,noise_aware,1,0,-0.6881524677498263,positive_audit_confirmed,-0.6456943349326759,-0.042458132817150385,0.042458132817150385
79032,0,1,whitespace,noise_aware,1,0,-0.6999339485042582,positive_audit_confirmed,-0.715855441027843,0.01592149252358488,0.01592149252358488
135823,0,1,whitespace,noise_aware,1,0,-0.6167828420895627,positive_audit_confirmed,-0.6375672442504634,0.020784402160900717,0.020784402160900717
224561,4,1,whitespace,noise_aware,1,0,-0.9161647912018376,negative_audit_missed_positive,-0.902930492755274,-0.013234298446563542,0.013234298446563542
246621,24,1,whitespace,noise_aware,1,0,-0.6688543944508444,positive_audit_confirmed,-0.6872204579164843,0.01836606346563996,0.01836606346563996
31276,0,1,whitespace,aggressive,1,0,-0.9612221871061799,positive_audit_confirmed,-0.6456943349326759,-0.315527852173504,0.315527852173504
79032,0,1,whitespace,aggressive,1,0,-0.9999740941025027,positive_audit_confirmed,-0.715855441027843,-0.28411865307465967,0.28411865307465967
135823,0,1,whitespace,aggressive,1,0,-0.9249468202776879,positive_audit_confirmed,-0.6375672442504634,-0.2873795760272245,0.2873795760272245
224561,4,1,whitespace,aggressive,1,0,-1.0443369418942066,negative_audit_missed_positive,-0.902930492755274,-0.14140644913893252,0.14140644913893252
246621,24,1,whitespace,aggressive,1,0,-1.0092972239905647,positive_audit_confirmed,-0.6872204579164843,-0.3220767660740803,0.3220767660740803
31276,0,1,typo,none,1,0,-0.6611112489779161,positive_audit_confirmed,-0.6456943349326759,-0.015416914045240149,0.015416914045240149
79032,0,1,typo,none,1,0,-0.7076445169812196,positive_audit_confirmed,-0.715855441027843,0.008210924046623491,0.008210924046623491
135823,0,1,typo,none,1,0,-0.6384583977220203,positive_audit_confirmed,-0.6375672442504634,-0.0008911534715568825,0.0008911534715568825
224561,4,1,typo,none,1,0,-0.8952748932208077,negative_audit_missed_positive,-0.902930492755274,0.007655599534466373,0.007655599534466373
246621,24,1,typo,none,1,0,-0.6851357881100193,positive_audit_confirmed,-0.6872204579164843,0.002084669806465045,0.002084669806465045
31276,0,1,typo,minimal,1,0,-0.6611112489779161,positive_audit_confirmed,-0.6456943349326759,-0.015416914045240149,0.015416914045240149
79032,0,1,typo,minimal,1,0,-0.7076445169812196,positive_audit_confirmed,-0.715855441027843,0.008210924046623491,0.008210924046623491
135823,0,1,typo,minimal,1,0,-0.6384583977220203,positive_audit_confirmed,-0.6375672442504634,-0.0008911534715568825,0.0008911534715568825
224561,4,1,typo,minimal,1,0,-0.8952748932208077,negative_audit_missed_positive,-0.902930492755274,0.007655599534466373,0.007655599534466373
246621,24,1,typo,minimal,1,0,-0.6851357881100193,positive_audit_confirmed,-0.6872204579164843,0.002084669806465045,0.002084669806465045
31276,0,1,typo,noise_aware,1,0,-0.6611112489779161,positive_audit_confirmed,-0.6456943349326759,-0.015416914045240149,0.015416914045240149
79032,0,1,typo,noise_aware,1,0,-0.7076445169812196,positive_audit_confirmed,-0.715855441027843,0.008210924046623491,0.008210924046623491
135823,0,1,typo,noise_aware,1,0,-0.6384583977220203,positive_audit_confirmed,-0.6375672442504634,-0.0008911534715568825,0.0008911534715568825
224561,4,1,typo,noise_aware,1,0,-0.8952748932208077,negative_audit_missed_positive,-0.902930492755274,0.007655599534466373,0.007655599534466373
246621,24,1,typo,noise_aware,1,0,-0.6851357881100193,positive_audit_confirmed,-0.6872204579164843,0.002084669806465045,0.002084669806465045
31276,0,1,typo,aggressive,1,0,-0.9233687500399766,positive_audit_confirmed,-0.6456943349326759,-0.27767441510730073,0.27767441510730073
79032,0,1,typo,aggressive,1,0,-0.9868955630194486,positive_audit_confirmed,-0.715855441027843,-0.27104012199160554,0.27104012199160554
135823,0,1,typo,aggressive,1,0,-0.9669815092791696,positive_audit_confirmed,-0.6375672442504634,-0.3294142650287062,0.3294142650287062
224561,4,1,typo,aggressive,1,0,-1.038463693158881,negative_audit_missed_positive,-0.902930492755274,-0.13553320040360706,0.13553320040360706
246621,24,1,typo,aggressive,1,0,-1.025334454085843,positive_audit_confirmed,-0.6872204579164843,-0.33811399616935855,0.33811399616935855
31276,0,1,word_deletion,none,1,0,-0.6500490293245484,positive_audit_confirmed,-0.6456943349326759,-0.004354694391872527,0.004354694391872527
79032,0,1,word_deletion,none,1,0,-0.7139805846244461,positive_audit_confirmed,-0.715855441027843,0.0018748564033969073,0.0018748564033969073
135823,0,1,word_deletion,none,1,0,-0.6258675666096178,positive_audit_confirmed,-0.6375672442504634,0.011699677640845563,0.011699677640845563
224561,4,1,word_deletion,none,1,0,-0.897402741412963,negative_audit_missed_positive,-0.902930492755274,0.0055277513423110936,0.0055277513423110936
246621,24,1,word_deletion,none,1,0,-0.6995358103346474,positive_audit_confirmed,-0.6872204579164843,-0.012315352418163061,0.012315352418163061
31276,0,1,word_deletion,minimal,1,0,-0.6500490293245484,positive_audit_confirmed,-0.6456943349326759,-0.004354694391872527,0.004354694391872527
79032,0,1,word_deletion,minimal,1,0,-0.7139805846244461,positive_audit_confirmed,-0.715855441027843,0.0018748564033969073,0.0018748564033969073
135823,0,1,word_deletion,minimal,1,0,-0.6258675666096178,positive_audit_confirmed,-0.6375672442504634,0.011699677640845563,0.011699677640845563
224561,4,1,word_deletion,minimal,1,0,-0.897402741412963,negative_audit_missed_positive,-0.902930492755274,0.0055277513423110936,0.0055277513423110936
246621,24,1,word_deletion,minimal,1,0,-0.6995358103346474,positive_audit_confirmed,-0.6872204579164843,-0.012315352418163061,0.012315352418163061
31276,0,1,word_deletion,noise_aware,1,0,-0.6500490293245484,positive_audit_confirmed,-0.6456943349326759,-0.004354694391872527,0.004354694391872527
79032,0,1,word_deletion,noise_aware,1,0,-0.7139805846244461,positive_audit_confirmed,-0.715855441027843,0.0018748564033969073,0.0018748564033969073
135823,0,1,word_deletion,noise_aware,1,0,-0.6258675666096178,positive_audit_confirmed,-0.6375672442504634,0.011699677640845563,0.011699677640845563
224561,4,1,word_deletion,noise_aware,1,0,-0.897402741412963,negative_audit_missed_positive,-0.902930492755274,0.0055277513423110936,0.0055277513423110936
246621,24,1,word_deletion,noise_aware,1,0,-0.6995358103346474,positive_audit_confirmed,-0.6872204579164843,-0.012315352418163061,0.012315352418163061
31276,0,1,word_deletion,aggressive,1,0,-0.9265541924490707,positive_audit_confirmed,-0.6456943349326759,-0.28085985751639475,0.28085985751639475
79032,0,1,word_deletion,aggressive,1,0,-0.9910100938731476,positive_audit_confirmed,-0.715855441027843,-0.2751546528453046,0.2751546528453046
135823,0,1,word_deletion,aggressive,1,0,-0.9455304703343046,positive_audit_confirmed,-0.6375672442504634,-0.3079632260838412,0.3079632260838412
224561,4,1,word_deletion,aggressive,1,0,-1.0381640494776359,negative_audit_missed_positive,-0.902930492755274,-0.13523355672236181,0.13523355672236181
246621,24,1,word_deletion,aggressive,1,0,-1.013154445728597,positive_audit_confirmed,-0.6872204579164843,-0.3259339878121127,0.3259339878121127
31276,0,1,filler,none,1,0,-0.6631549204863829,positive_audit_confirmed,-0.6456943349326759,-0.017460585553706998,0.017460585553706998
79032,0,1,filler,none,1,0,-0.7264904180589175,positive_audit_confirmed,-0.715855441027843,-0.01063497703107441,0.01063497703107441
135823,0,1,filler,none,1,0,-0.6478338449793721,positive_audit_confirmed,-0.6375672442504634,-0.010266600728908726,0.010266600728908726
224561,4,1,filler,none,1,0,-0.918667979387716,negative_audit_missed_positive,-0.902930492755274,-0.01573748663244201,0.01573748663244201
246621,24,1,filler,none,1,0,-0.709534083968979,positive_audit_confirmed,-0.6872204579164843,-0.02231362605249465,0.02231362605249465
31276,0,1,filler,minimal,1,0,-0.6631549204863829,positive_audit_confirmed,-0.6456943349326759,-0.017460585553706998,0.017460585553706998
79032,0,1,filler,minimal,1,0,-0.7264904180589175,positive_audit_confirmed,-0.715855441027843,-0.01063497703107441,0.01063497703107441
135823,0,1,filler,minimal,1,0,-0.6478338449793721,positive_audit_confirmed,-0.6375672442504634,-0.010266600728908726,0.010266600728908726
224561,4,1,filler,minimal,1,0,-0.918667979387716,negative_audit_missed_positive,-0.902930492755274,-0.01573748663244201,0.01573748663244201
246621,24,1,filler,minimal,1,0,-0.709534083968979,positive_audit_confirmed,-0.6872204579164843,-0.02231362605249465,0.02231362605249465
31276,0,1,filler,noise_aware,1,0,-0.6625399543905816,positive_audit_confirmed,-0.6456943349326759,-0.016845619457905636,0.016845619457905636
79032,0,1,filler,noise_aware,1,0,-0.7264904180589175,positive_audit_confirmed,-0.715855441027843,-0.01063497703107441,0.01063497703107441
135823,0,1,filler,noise_aware,1,0,-0.643681786536588,positive_audit_confirmed,-0.6375672442504634,-0.006114542286124625,0.006114542286124625
224561,4,1,filler,noise_aware,1,0,-0.9186246796391616,negative_audit_missed_positive,-0.902930492755274,-0.015694186883887573,0.015694186883887573
246621,24,1,filler,noise_aware,1,0,-0.6981624533178243,positive_audit_confirmed,-0.6872204579164843,-0.010941995401339999,0.010941995401339999
31276,0,1,filler,aggressive,1,0,-0.9101349018205971,positive_audit_confirmed,-0.6456943349326759,-0.26444056688792117,0.26444056688792117
79032,0,1,filler,aggressive,1,0,-0.9964955930195968,positive_audit_confirmed,-0.715855441027843,-0.28064015199175374,0.28064015199175374
135823,0,1,filler,aggressive,1,0,-0.9517924626825853,positive_audit_confirmed,-0.6375672442504634,-0.3142252184321219,0.3142252184321219
224561,4,1,filler,aggressive,1,0,-1.0455197833782057,negative_audit_missed_positive,-0.902930492755274,-0.14258929062293169,0.14258929062293169
246621,24,1,filler,aggressive,1,0,-1.0233037215040246,positive_audit_confirmed,-0.6872204579164843,-0.33608326358754026,0.33608326358754026
31276,0,1,mixed,none,1,0,-0.6494458287516239,positive_audit_confirmed,-0.6456943349326759,-0.003751493818948015,0.003751493818948015
79032,0,1,mixed,none,1,0,-0.7494330278681594,positive_audit_confirmed,-0.715855441027843,-0.03357758684031631,0.03357758684031631
135823,0,1,mixed,none,1,0,-0.6839699705479274,positive_audit_confirmed,-0.6375672442504634,-0.046402726297464,0.046402726297464
224561,4,1,mixed,none,1,0,-0.940593768940968,negative_audit_missed_positive,-0.902930492755274,-0.037663276185693983,0.037663276185693983
246621,24,1,mixed,none,1,0,-0.6871764316664739,positive_audit_confirmed,-0.6872204579164843,4.402625001043159e-05,4.402625001043159e-05
31276,0,1,mixed,minimal,1,0,-0.6494458287516239,positive_audit_confirmed,-0.6456943349326759,-0.003751493818948015,0.003751493818948015
79032,0,1,mixed,minimal,1,0,-0.7494330278681594,positive_audit_confirmed,-0.715855441027843,-0.03357758684031631,0.03357758684031631
135823,0,1,mixed,minimal,1,0,-0.6839699705479274,positive_audit_confirmed,-0.6375672442504634,-0.046402726297464,0.046402726297464
224561,4,1,mixed,minimal,1,0,-0.940593768940968,negative_audit_missed_positive,-0.902930492755274,-0.037663276185693983,0.037663276185693983
246621,24,1,mixed,minimal,1,0,-0.6871764316664739,positive_audit_confirmed,-0.6872204579164843,4.402625001043159e-05,4.402625001043159e-05
31276,0,1,mixed,noise_aware,1,0,-0.6462780380977786,positive_audit_confirmed,-0.6456943349326759,-0.0005837031651027003,0.0005837031651027003
79032,0,1,mixed,noise_aware,1,0,-0.7494330278681594,positive_audit_confirmed,-0.715855441027843,-0.03357758684031631,0.03357758684031631
135823,0,1,mixed,noise_aware,1,0,-0.6735956407593446,positive_audit_confirmed,-0.6375672442504634,-0.03602839650888123,0.03602839650888123
224561,4,1,mixed,noise_aware,1,0,-0.9405193819987152,negative_audit_missed_positive,-0.902930492755274,-0.03758888924344117,0.03758888924344117
246621,24,1,mixed,noise_aware,1,0,-0.6871062462615767,positive_audit_confirmed,-0.6872204579164843,0.00011421165490765883,0.00011421165490765883
31276,0,1,mixed,aggressive,1,0,-0.9078975260289903,positive_audit_confirmed,-0.6456943349326759,-0.2622031910963144,0.2622031910963144
79032,0,1,mixed,aggressive,1,0,-1.0115608709154966,positive_audit_confirmed,-0.715855441027843,-0.2957054298876536,0.2957054298876536
135823,0,1,mixed,aggressive,1,0,-0.9866005450982994,positive_audit_confirmed,-0.6375672442504634,-0.349033300847836,0.349033300847836
224561,4,1,mixed,aggressive,1,0,-1.0555996549504918,negative_audit_missed_positive,-0.902930492755274,-0.15266916219521776,0.15266916219521776
246621,24,1,mixed,aggressive,1,0,-1.0314707380737582,positive_audit_confirmed,-0.6872204579164843,-0.3442502801572739,0.3442502801572739
43461,4,2,clean,none,1,0,-0.8093513725317686,positive_audit_confirmed,-0.8093513725317686,0.0,0.0
58105,0,2,clean,none,1,0,-0.9160110456461823,positive_audit_confirmed,-0.9160110456461823,0.0,0.0
267733,0,2,clean,none,1,0,-0.9278509841925637,positive_audit_confirmed,-0.9278509841925637,0.0,0.0
665360,0,2,clean,none,1,0,-0.45624529755631515,positive_audit_confirmed,-0.45624529755631515,0.0,0.0
819967,2,2,clean,none,1,0,-0.6337582588351983,positive_audit_confirmed,-0.6337582588351983,0.0,0.0
927678,0,2,clean,none,1,0,-0.9726243263231602,positive_audit_confirmed,-0.9726243263231602,0.0,0.0
43461,4,2,clean,minimal,1,0,-0.8093513725317686,positive_audit_confirmed,-0.8093513725317686,0.0,0.0
58105,0,2,clean,minimal,1,0,-0.9160110456461823,positive_audit_confirmed,-0.9160110456461823,0.0,0.0
267733,0,2,clean,minimal,1,0,-0.9278509841925637,positive_audit_confirmed,-0.9278509841925637,0.0,0.0
665360,0,2,clean,minimal,1,0,-0.45624529755631515,positive_audit_confirmed,-0.45624529755631515,0.0,0.0
819967,2,2,clean,minimal,1,0,-0.6337582588351983,positive_audit_confirmed,-0.6337582588351983,0.0,0.0
927678,0,2,clean,minimal,1,0,-0.9726243263231602,positive_audit_confirmed,-0.9726243263231602,0.0,0.0
43461,4,2,clean,noise_aware,1,0,-0.8093513725317686,positive_audit_confirmed,-0.8093513725317686,0.0,0.0
58105,0,2,clean,noise_aware,1,0,-0.9160110456461823,positive_audit_confirmed,-0.9160110456461823,0.0,0.0
267733,0,2,clean,noise_aware,1,0,-0.9278509841925637,positive_audit_confirmed,-0.9278509841925637,0.0,0.0
665360,0,2,clean,noise_aware,1,0,-0.45624529755631515,positive_audit_confirmed,-0.45624529755631515,0.0,0.0
819967,2,2,clean,noise_aware,1,0,-0.6337582588351983,positive_audit_confirmed,-0.6337582588351983,0.0,0.0
927678,0,2,clean,noise_aware,1,0,-0.9726243263231602,positive_audit_confirmed,-0.9726243263231602,0.0,0.0
43461,4,2,clean,aggressive,1,0,-0.9719847461968975,positive_audit_confirmed,-0.8093513725317686,-0.16263337366512887,0.16263337366512887
58105,0,2,clean,aggressive,1,0,-0.9918122796678063,positive_audit_confirmed,-0.9160110456461823,-0.07580123402162398,0.07580123402162398
267733,0,2,clean,aggressive,1,0,-0.9891949753753388,positive_audit_confirmed,-0.9278509841925637,-0.061343991182775115,0.061343991182775115
665360,0,2,clean,aggressive,1,0,-0.9575557233818716,positive_audit_confirmed,-0.45624529755631515,-0.5013104258255564,0.5013104258255564
819967,2,2,clean,aggressive,1,0,-0.9177278771967662,positive_audit_confirmed,-0.6337582588351983,-0.28396961836156787,0.28396961836156787
927678,0,2,clean,aggressive,1,0,-1.0124406828350099,positive_audit_confirmed,-0.9726243263231602,-0.03981635651184967,0.03981635651184967
43461,4,2,casing,none,1,0,-0.8093513725317686,positive_audit_confirmed,-0.8093513725317686,0.0,0.0
58105,0,2,casing,none,1,0,-0.9160110456461823,positive_audit_confirmed,-0.9160110456461823,0.0,0.0
267733,0,2,casing,none,1,0,-0.9278509841925637,positive_audit_confirmed,-0.9278509841925637,0.0,0.0
665360,0,2,casing,none,1,0,-0.45624529755631515,positive_audit_confirmed,-0.45624529755631515,0.0,0.0
819967,2,2,casing,none,1,0,-0.6337582588351983,positive_audit_confirmed,-0.6337582588351983,0.0,0.0
927678,0,2,casing,none,1,0,-0.9726243263231602,positive_audit_confirmed,-0.9726243263231602,0.0,0.0
43461,4,2,casing,minimal,1,0,-0.8093513725317686,positive_audit_confirmed,-0.8093513725317686,0.0,0.0
58105,0,2,casing,minimal,1,0,-0.9160110456461823,positive_audit_confirmed,-0.9160110456461823,0.0,0.0
267733,0,2,casing,minimal,1,0,-0.9278509841925637,positive_audit_confirmed,-0.9278509841925637,0.0,0.0
665360,0,2,casing,minimal,1,0,-0.45624529755631515,positive_audit_confirmed,-0.45624529755631515,0.0,0.0
819967,2,2,casing,minimal,1,0,-0.6337582588351983,positive_audit_confirmed,-0.6337582588351983,0.0,0.0
927678,0,2,casing,minimal,1,0,-0.9726243263231602,positive_audit_confirmed,-0.9726243263231602,0.0,0.0
43461,4,2,casing,noise_aware,1,0,-0.8093513725317686,positive_audit_confirmed,-0.8093513725317686,0.0,0.0
58105,0,2,casing,noise_aware,1,0,-0.9160110456461823,positive_audit_confirmed,-0.9160110456461823,0.0,0.0
267733,0,2,casing,noise_aware,1,0,-0.9278509841925637,positive_audit_confirmed,-0.9278509841925637,0.0,0.0
665360,0,2,casing,noise_aware,1,0,-0.45624529755631515,positive_audit_confirmed,-0.45624529755631515,0.0,0.0
819967,2,2,casing,noise_aware,1,0,-0.6337582588351983,positive_audit_confirmed,-0.6337582588351983,0.0,0.0
927678,0,2,casing,noise_aware,1,0,-0.9726243263231602,positive_audit_confirmed,-0.9726243263231602,0.0,0.0
43461,4,2,casing,aggressive,1,0,-0.9719847461968975,positive_audit_confirmed,-0.8093513725317686,-0.16263337366512887,0.16263337366512887
58105,0,2,casing,aggressive,1,0,-0.9918122796678063,positive_audit_confirmed,-0.9160110456461823,-0.07580123402162398,0.07580123402162398
267733,0,2,casing,aggressive,1,0,-0.9891949753753388,positive_audit_confirmed,-0.9278509841925637,-0.061343991182775115,0.061343991182775115
665360,0,2,casing,aggressive,1,0,-0.9575557233818716,positive_audit_confirmed,-0.45624529755631515,-0.5013104258255564,0.5013104258255564
819967,2,2,casing,aggressive,1,0,-0.9177278771967662,positive_audit_confirmed,-0.6337582588351983,-0.28396961836156787,0.28396961836156787
927678,0,2,casing,aggressive,1,0,-1.0124406828350099,positive_audit_confirmed,-0.9726243263231602,-0.03981635651184967,0.03981635651184967
43461,4,2,punctuation,none,1,0,-0.8093513725317686,positive_audit_confirmed,-0.8093513725317686,0.0,0.0
58105,0,2,punctuation,none,1,0,-0.9160110456461823,positive_audit_confirmed,-0.9160110456461823,0.0,0.0
267733,0,2,punctuation,none,1,0,-0.9278509841925637,positive_audit_confirmed,-0.9278509841925637,0.0,0.0
665360,0,2,punctuation,none,1,0,-0.45624529755631515,positive_audit_confirmed,-0.45624529755631515,0.0,0.0
819967,2,2,punctuation,none,1,0,-0.6337582588351983,positive_audit_confirmed,-0.6337582588351983,0.0,0.0
927678,0,2,punctuation,none,1,0,-0.9726243263231602,positive_audit_confirmed,-0.9726243263231602,0.0,0.0
43461,4,2,punctuation,minimal,1,0,-0.8093513725317686,positive_audit_confirmed,-0.8093513725317686,0.0,0.0
58105,0,2,punctuation,minimal,1,0,-0.9160110456461823,positive_audit_confirmed,-0.9160110456461823,0.0,0.0
267733,0,2,punctuation,minimal,1,0,-0.9278509841925637,positive_audit_confirmed,-0.9278509841925637,0.0,0.0
665360,0,2,punctuation,minimal,1,0,-0.45624529755631515,positive_audit_confirmed,-0.45624529755631515,0.0,0.0
819967,2,2,punctuation,minimal,1,0,-0.6337582588351983,positive_audit_confirmed,-0.6337582588351983,0.0,0.0
927678,0,2,punctuation,minimal,1,0,-0.9726243263231602,positive_audit_confirmed,-0.9726243263231602,0.0,0.0
43461,4,2,punctuation,noise_aware,1,0,-0.8093513725317686,positive_audit_confirmed,-0.8093513725317686,0.0,0.0
58105,0,2,punctuation,noise_aware,1,0,-0.9160110456461823,positive_audit_confirmed,-0.9160110456461823,0.0,0.0
267733,0,2,punctuation,noise_aware,1,0,-0.9278509841925637,positive_audit_confirmed,-0.9278509841925637,0.0,0.0
665360,0,2,punctuation,noise_aware,1,0,-0.45624529755631515,positive_audit_confirmed,-0.45624529755631515,0.0,0.0
819967,2,2,punctuation,noise_aware,1,0,-0.6337582588351983,positive_audit_confirmed,-0.6337582588351983,0.0,0.0
927678,0,2,punctuation,noise_aware,1,0,-0.9726243263231602,positive_audit_confirmed,-0.9726243263231602,0.0,0.0
43461,4,2,punctuation,aggressive,1,0,-0.9719847461968975,positive_audit_confirmed,-0.8093513725317686,-0.16263337366512887,0.16263337366512887
58105,0,2,punctuation,aggressive,1,0,-0.9918122796678063,positive_audit_confirmed,-0.9160110456461823,-0.07580123402162398,0.07580123402162398
267733,0,2,punctuation,aggressive,1,0,-0.9891949753753388,positive_audit_confirmed,-0.9278509841925637,-0.061343991182775115,0.061343991182775115
665360,0,2,punctuation,aggressive,1,0,-0.9575557233818716,positive_audit_confirmed,-0.45624529755631515,-0.5013104258255564,0.5013104258255564
819967,2,2,punctuation,aggressive,1,0,-0.9177278771967662,positive_audit_confirmed,-0.6337582588351983,-0.28396961836156787,0.28396961836156787
927678,0,2,punctuation,aggressive,1,0,-1.0124406828350099,positive_audit_confirmed,-0.9726243263231602,-0.03981635651184967,0.03981635651184967
43461,4,2,whitespace,none,1,0,-0.8041744829865685,positive_audit_confirmed,-0.8093513725317686,0.005176889545200125,0.005176889545200125
58105,0,2,whitespace,none,1,0,-0.9398576864302232,positive_audit_confirmed,-0.9160110456461823,-0.023846640784040862,0.023846640784040862
267733,0,2,whitespace,none,1,0,-0.9137354825499522,positive_audit_confirmed,-0.9278509841925637,0.01411550164261155,0.01411550164261155
